name,created_at,download_count
openponk-fsm-editor-linux-nightly.zip,2024-11-02T22:40:20Z,0
openponk-fsm-editor-mac-intel-nightly.zip,2024-11-02T22:40:16Z,0
openponk-fsm-editor-mac-m1-nightly.zip,2024-11-02T22:40:19Z,0
openponk-fsm-editor-win-nightly.zip,2024-11-02T22:40:19Z,0
